0, 0.099, 0.1
0.01, 0.09701, 0.0994954
0.02, 0.0940499, 0.0979868
0.03, 0.0901493, 0.0954893
0.04, 0.0853472, 0.0920282
0.05, 0.0796916, 0.0876383
0.06, 0.0732392, 0.082364
0.07, 0.0660543, 0.0762586
0.08, 0.0582089, 0.0693835
0.09, 0.0497814, 0.0618082
0.1, 0.0408561, 0.0536091
0.11, 0.0315222, 0.044869
0.12, 0.0218731, 0.0356761
0.13, 0.0120052, 0.026123
0.14, 0.00201736, 0.0163063
0.15, -0.00799069, 0.00632497
0.16, -0.0179188, -0.00372028
0.17, -0.0276678, -0.0137281
0.18, -0.0371401, -0.0235974
0.19, -0.046241, -0.0332287
0.2, -0.0548794, -0.0425247
0.21, -0.0629691, -0.0513917
0.22, -0.0704291, -0.0597402
0.23, -0.0771848, -0.0674859
0.24, -0.0831687, -0.0745506
0.25, -0.0883208, -0.0808631
0.26, -0.0925898, -0.0863596
0.27, -0.0959328, -0.0909847
0.28, -0.0983166, -0.0946916
0.29, -0.0997171, -0.097443
0.3, -0.100121, -0.0992111
0.31, -0.0995227, -0.099978
0.32, -0.0979296, -0.099736
0.33, -0.0953573, -0.0984875
0.34, -0.0918314, -0.096245
0.35, -0.0873872, -0.0930313
0.36, -0.0820691, -0.0888786
0.37, -0.0759303, -0.083829
0.38, -0.0690322, -0.0779333
0.39, -0.0614438, -0.071251
0.4, -0.0532409, -0.0638495
0.41, -0.0445057, -0.0558035
0.42, -0.0353254, -0.0471942
0.43, -0.0257918, -0.0381085
0.44, -0.0160003, -0.028638
0.45, -0.00604881, -0.0188783
0.46, 0.00396316, -0.00892786
0.47, 0.0139355, 0.00111291
0.48, 0.0237685, 0.0111427
0.49, 0.0333638, 0.0210603
0.5, 0.0426255, 0.0307655
0.51, 0.0514609, 0.0401606
0.52, 0.0597817, 0.0491506
0.53, 0.0675047, 0.0576448
0.54, 0.0745526, 0.0655575
0.55, 0.080855, 0.0728088
0.56, 0.0863489, 0.0793256
0.57, 0.0909793, 0.085042
0.58, 0.0946999, 0.0899004
0.59, 0.0974735, 0.0938517
0.6, 0.0992723, 0.096856
0.61, 0.100078, 0.0988829
0.62, 0.0998838, 0.099912
0.63, 0.0986903, 0.0999329
0.64, 0.0965099, 0.0989452
